name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,mood
Sober,Childish Gambino,5NhlpQ6BOIz3S5welptk1W,0.707,0.562,0.40629863590588655,0.0305,0.124,98.094,0.561,0.418,2
Sheesh!,Surfaces,3ddNKnYpVx0uI8vcwbTQ5Y,0.743,0.832,0.743568616680399,0.0611,0.161,149.951,0.0925,0.801,2
Incredible,Future,2qwn6whaZf7gax7SaqUZSC,0.79,0.438,0.5124050169367389,0.133,0.0634,90.022,0.1,0.247,2
Dugout,The Backseat Lovers,2Wbssw1v5pKtnBaQ1doY1Z,0.31,0.537,0.21129726265677928,0.0368,0.016,112.255,0.0861,0.123,2
Passionfruit,Drake,5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,0.062437059415911156,0.0396,0.256,111.98,0.109,0.364,2
Only You,Steve Monite,3NcGNpeJ3rouV7fQ3dtv04,0.786,0.921,0.4776160395495742,0.101,0.0552,118.373,0.0629,0.628,2
A-O-K,Tai Verdes,1sx0XsWUusUoPstbvokZjP,0.731,0.626,0.47056669413164876,0.0805,0.125,82.488,0.183,0.862,2
Dopamine,Franc Moody,4sFyLyuJOUVMDcaSg1oHEa,0.818,0.562,0.3918337453080655,0.0356,0.0987,125.03,0.355,0.57,2
For A Minute,WizTheMc,2zAKwUD7TVTt8qTxa9bnQJ,0.711,0.778,0.5230248100338734,0.0897,0.0273,160.018,0.103,0.827,2
So Hot You're Hurting My Feelings,Caroline Polachek,5B6Kjha6RRIMWGN7zGsAaT,0.795,0.576,0.648905978211114,0.0289,0.0787,111.975,0.121,0.847,2
C.U.D.I (Can U Dig It),Cosmo's Midnight,1YNejxrTddSkGseyZRDZRG,0.609,0.878,0.5009612743751716,0.0438,0.0344,113.985,0.202,0.674,2
Glitter,BENEE,23TPP1eeElFfvYVznskwCY,0.801,0.589,0.6318776892795018,0.0485,0.0863,116.934,0.162,0.58,2
Funny Thing,Thundercat,1c5CllrZr45UBhWpIqM332,0.586,0.893,0.30092465439897453,0.439,0.827,140.023,0.212,0.65,2
skeletons,easy life,0K0JJ3QZEHYhBwkE21L2HZ,0.779,0.733,0.3590588666117366,0.0734,0.0177,115.009,0.591,0.515,2
Piece Of My Mind,BROODS,46xmYw2Cuqj5OPco7AsJJ4,0.62,0.907,0.6022155085599193,0.0451,0.013,161.999,0.633,0.796,2
The Nights,Avicii,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,0.6189691476700538,0.0433,0.0166,125.983,0.249,0.654,2
Truth Hurts,Lizzo,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,0.825139613659251,0.114,0.11,158.087,0.123,0.412,2
Brown Eyed Girl,Van Morrison,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,0.10024718483932982,0.0376,0.185,150.566,0.406,0.908,2
Let Me Down,Oliver Tree,0jk6J6B9ivegJc7dTg10Mp,0.457,0.648,0.576489975281516,0.0552,0.0114,160.021,0.212,0.736,2
Smile,Sampology,01fshn2AFIfmAsr6jFgnYB,0.727,0.686,0.14501510574018117,0.0397,0.193,111.036,0.102,0.602,2
An Ending (Ascent) - Remastered 2005,Brian Eno,1vgSaC0BPlL6LEm4Xsx59J,0.257,0.0906,0.5226361188945662,0.07,0.932,67.46,0.0786,0.0451,3
#3,Aphex Twin,2Bc4llhjJBW77I552RgA3L,0.167,0.071,0.47519367067743523,0.041,0.911,143.315,0.107,0.0613,3
A Meaningful Moment Through a Meaning(less) Process,Stars Of The Lid,4TrCvd1PrqI14lZb7tEtYo,0.0629,0.0718,0.5388989615955166,0.0432,0.955,67.25,0.0906,0.0324,3
Boreal Kiss Pt. 1,Tim Hecker,1i8MaQec4fQXj1enX8ZWF4,0.196,0.0236,0.519559364870062,0.0429,0.528,134.596,0.289,0.0894,3
12 Hours Before,Hildur Guðnadóttir,3pcrD4NBBBQGMJATRhk25C,0.179,0.249,0.6727102906433712,0.0405,0.82,84.444,0.0803,0.0367,3
dlp 1.3,William Basinski,0DsKfyDPVSfJPWb3Jno6WC,0.161,0.101,0.4779133014669523,0.0465,0.953,69.226,0.0651,0.0396,3
The Girl With the Flesh Colored Crayon,Aix Em Klemm,2RWxRXIiwbcKEaplXoplUv,0.0931,0.273,0.716663919564859,0.0365,0.759,74.914,0.0888,0.0422,3
Suiren,Pauline Oliveros,3Q6okpLoq2ZhOzZfBHpmei,0.0631,0.00256,0.0,0.0452,0.977,65.919,0.115,0.0234,3
Be Still,Ex Confusion,5HVHnoZniuyJeO9j3FvTVk,0.148,0.0329,0.4002527333662985,0.0418,0.988,138.405,0.11,0.0567,3
Do While ⌘X,Oval,16fZFSlV2VIDcY77mVtUMI,0.308,0.251,0.6159551672985,0.0599,0.947,77.476,0.0707,0.39,3
Stratus,Kaitlyn Aurelia Smith,7G0celL82dCIDYjUxdPyoG,0.492,0.0696,0.6281522993242129,0.0355,0.94,120.128,0.0635,0.0404,3
A Lake,Emily A. Sprague,3GgSZWI0IFZeOGLTMPPYEp,0.204,0.354,0.7031207076534256,0.0458,0.945,85.497,0.116,0.0373,3
Moments In Love,Kara-Lis Coverdale,2CxBaNFCjYVi0Iv2PpeZDG,0.397,0.0536,0.43901433987143557,0.0297,0.906,72.158,0.0903,0.165,3
Space 1,Nala Sinephro,1WGvKEkU8c3uvqmZpUt5ZL,0.271,0.0744,0.49313224548101753,0.0422,0.968,114.437,0.0574,0.0358,3
Le Jardin De Barbican,Mira Calix,1G1VzFavmUG2CPoIymIWKA,0.253,0.32,0.8488544585462336,0.0553,0.715,81.483,0.65,0.156,3
Gilded,Sarah Davachi,0cSdWJzO18liElNMCAYCig,0.242,0.18,0.6381517499038514,0.0457,0.937,68.985,0.0986,0.0307,3
Pop 1,GAS,3T6hC2yWf0fsUxM7uWXkDn,0.0748,0.041,0.7094115707928135,0.0405,0.924,82.531,0.089,0.426,3
Suite Pour L'invisible,Ana Roxanne,5JTRbD6x9nnYh3mrrK3kcR,0.134,0.0529,0.616724355804626,0.0426,0.837,176.965,0.112,0.0821,3
"Photo With Grey Sky, White Clouds",Jonny Nash,3xLBY0NMWZqdLCYbPqcUb6,0.18,0.000985,0.4892038898961595,0.0474,0.943,72.28,0.0789,0.0381,3
Yanagiwara,Hirotaka Shirotsubaki,6DMhXt5HUOOEW98tAWV0Qm,0.129,0.0707,0.5398329762100983,0.0422,0.921,74.767,0.0976,0.0283,3
Wind On Wind,Robert Fripp,5DiwyUEb7jG8iVOaHYMEgl,0.0673,0.059,0.5019504422833909,0.0438,0.972,70.959,0.0849,0.0331,3
Pop 2,GAS,6XtiBZ34C9R5qvG9VBJBOJ,0.163,0.0588,0.6631503763529476,0.045,0.935,112.848,0.098,0.145,3
The Unquestioned Answer,Laurie Spiegel,5ftgOffbWhT3hYtQXNEPou,0.175,0.00134,0.5015933190484039,0.0512,0.993,67.698,0.101,0.171,3
I Will,Brian McBride,5WGoSnsHY26l4WTWX0L42t,0.109,0.0522,0.6747706169990659,0.0357,0.976,76.376,0.108,0.032,3
Tobiume,Susumu Yokota,4IQWc6rhJwpFrRKBLx27X6,0.241,0.254,0.7520465908466567,0.0416,0.994,139.131,0.0639,0.0378,3
Flown,Julianna Barwick,2VBkmi8P3zfrD5fAADEfIt,0.185,0.17,0.7450140102192186,0.039,0.994,87.839,0.0825,0.0367,3
On the Other Ocean,David Behrman,46UxS78qOWfuMhXEVN3dYb,0.0659,0.0935,0.8153123454755233,0.0433,0.985,72.988,0.0646,0.0354,3
1/1 - Remastered 2004,Brian Eno,3bCmDqflFBHijgJfvtqev5,0.26,0.00397,0.36566672160870284,0.0406,0.982,82.862,0.102,0.0368,3
Variations on a Theme by St-Dipshit,Kyle Bobby Dunn,3Q3ZAHNfjtWSTEUIBuXc1K,0.144,0.0781,0.6039778034173946,0.0414,0.989,71.344,0.0913,0.0305,3
?,Mark Pritchard,15RDpqONY9BUkRzpRtFZf5,0.184,0.0131,0.8045437063897587,0.0472,0.857,143.098,0.111,0.0258,3
Ode to an African Violet,Mort Garson,3Zrlem2yff4LUlcIz6TWvl,0.548,0.184,0.6341959233009175,0.0303,0.478,108.848,0.12,0.233,3
door to the cosmos,Chihei Hatakeyama,6sJlchLIX2krydtTBxsXUU,0.153,0.0145,0.42624031646612814,0.0435,0.995,138.658,0.0806,0.0335,3
Aries,Iasos,33Y2YALzXqMQtBVSDcHOof,0.351,0.242,0.6699082467996264,0.0412,0.9,58.587,0.0984,0.034,3
Dungeoneering,Tim Hecker,2rRrV0syrGGaVbVDHXESs3,0.173,0.656,1.0,0.0511,0.549,73.208,0.158,0.0723,3
View from My Window,Hiroshi Yoshimura,4KrsGAgv8b2982iqaokrO0,0.297,0.00705,0.5679083566836987,0.0444,0.99,66.198,0.0877,0.0863,3
Lizard Point - Remastered 2004,Brian Eno,3an5DoMqoNpJEQwfA48A4c,0.136,0.0108,0.23218504477775936,0.0343,0.897,88.529,0.147,0.0312,3
Don't Bother They're Here,Stars Of The Lid,477naywDON3t1iAF4COlOV,0.109,0.00822,0.43901433987143557,0.0529,0.942,75.629,0.129,0.0321,3
Track3a (2waynice),Keith Fullerton Whitman,0jV5pkyZByn7pV12Rzbtuu,0.294,2.03e-05,0.32965221691115876,0.0927,0.99,69.153,0.0817,0.812,3
#20,Aphex Twin,5IExVHUiRccCWyJ4imu9qD,0.142,0.042,0.49351683973408056,0.0432,0.971,141.164,0.052,0.0427,3
The Point of It All,Fennesz,7L91TzFocp9ridztsLLAsH,0.204,0.331,0.7870721388934674,0.0385,0.848,86.632,0.148,0.0503,3
Lights On Water,Pan-American,7JcGySsJWYeAxESN63zowD,0.156,0.0945,0.6049118180319762,0.0435,0.832,65.687,0.0974,0.0657,3
Piano Aquieu,Stars Of The Lid,3sLgMuBTIEp761Zi7bl5im,0.115,0.0015,0.18891819130816967,0.0471,0.981,67.35,0.0945,0.0344,3
Moon Is Sharp,Grouper,16CMp2RKshLATGZnpjPPgB,0.177,0.237,0.6504862370199439,0.0395,0.99,66.603,0.112,0.144,3
Triennale,Brian Eno,1TpfK6G0X5muasT0eQsipa,0.211,0.108,0.7442448217130926,0.042,0.468,79.025,0.321,0.0444,3
Goes By,Emeralds,6aoYsC8vQmVBQQoE1OOC7d,0.184,0.568,0.902422943794297,0.0412,0.832,80.273,0.108,0.128,3
Atomos VII,A Winged Victory for the Sullen,1NO5mFfik5T0LLsoiJsbE7,0.109,0.035,0.5320586780946102,0.0437,0.884,85.301,0.0996,0.0228,3
Treefingers,Radiohead,4LrfsgQ5AGouvH3PlxW2PC,0.165,0.146,0.6331794956321081,0.0362,0.827,134.508,0.109,0.0577,3
Dawn Chorus,Jon Hopkins,6a06vmzIppjBTTdVrx8t5D,0.286,0.0922,0.5006593044338222,0.0344,0.957,85.4,0.109,0.0621,3
Essence,Laraaji,4hBHEKTKdpGtP1AzsjNR8l,0.134,0.0424,0.6072743255865062,0.0448,0.976,70.991,0.0581,0.0321,3
Fib01a,Keith Fullerton Whitman,4IJCUAfJub0AmmN15YJwmQ,0.141,0.149,0.4449480797758365,0.0337,0.963,82.412,0.0953,0.0376,3
Dissolving Clouds,Biosphere,2IB1P4oT2EHRFJA5O7eRnC,0.0644,0.0463,0.40374155266194156,0.044,0.987,74.571,0.111,0.0289,3
Space 11 (Invisible Pages Over),Max Richter,786FgaRDsjLgvViIu30sam,0.139,0.0895,0.44316246360090095,0.043,0.875,142.191,0.0638,0.033,3
Water Memory 1,Emily A. Sprague,7x1ct7s9fVqkIWwbah9NO1,0.0657,0.0608,0.4323114114609087,0.0422,0.972,66.706,0.107,0.0699,3
Jimmy V,Mary Lattimore,4tm5s2BzVorHwmxTbnhM3i,0.334,0.0917,0.764875556288116,0.0448,0.991,76.123,0.12,0.0395,3
A Sea Of Love,Huerco S.,7feFMZxaNV6km5QZAXYyv0,0.141,0.116,0.4309653315751881,0.041,0.848,102.494,0.107,0.125,3
unother,Terekke,363mTP8zzRAr36wlbcdHRP,0.245,0.0862,0.38739629690676336,0.0422,0.994,69.895,0.092,0.039,3
FEET,Hiroshi Yoshimura,2XBXn7yluQZ6bFReesUjrt,0.285,0.00426,0.3789626943574528,0.0397,0.991,121.487,0.0764,0.0896,3
Overture (For Other Halfs),Brian McBride,1F7vUCER63VfNzvZKTi2pn,0.14,0.031,0.4504972254271742,0.0457,0.948,140.076,0.11,0.0351,3
Mt Baker,Kaitlyn Aurelia Smith,2NdOUAfOeIBFiSthmCK2GP,0.42,0.259,0.7875391462007582,0.0462,0.938,119.96,0.103,0.0525,3
TWTGA,Bing & Ruth,4ljALrblJ6OyrXFH0PzXwK,0.194,0.086,0.3777814405801878,0.0445,0.981,68.439,0.119,0.104,3
Unreal,Lawrence Lek,3liR99bvHUIbDZv1bWKJNd,0.486,0.351,0.7402615240920828,0.0309,0.821,119.957,0.0814,0.0822,3
Sad Ocean,Chihei Hatakeyama,1yC5ZxdbyrwZrcPaBPtm4Y,0.111,0.0174,0.42934454150870827,0.0496,0.984,66.816,0.0976,0.0336,3
Complex Heaven,Brian Eno,5EhvDAos2Ppf82XN5EV60u,0.191,0.0773,0.5578814350859843,0.0389,0.934,180.056,0.0778,0.0382,3
Diamond Cove (And Its Children Were Watching),Kyle Bobby Dunn,0beY6Xl0qbQX3t9kOXOI8r,0.214,0.00412,0.24045382121861436,0.0453,0.996,70.594,0.108,0.0314,3
Intransigence,Hakobune,4eMOIEdYGXThAxGb7SdNZd,0.143,0.197,0.5078841821877919,0.0391,0.798,86.439,0.128,0.0455,3
"Analog Paralysis, 1978",Tim Hecker,3guEVTjNJHoR5D7GJRZMs5,0.0885,0.175,0.7059776935333223,0.0316,0.752,70.198,0.111,0.0766,3
Russian Snow,Lucette Bourdin,74DxOVwXdBdn1rrfK8SFCU,0.189,0.0601,0.48667655623317396,0.0424,0.969,141.113,0.0975,0.0347,3
Introspection,Laraaji,2dUStnVW2074l0kDgyaOXi,0.0781,0.163,0.6176034283830558,0.0364,0.953,69.634,0.0866,0.0377,3
Stave Peak,Loscil,1Y315hvTFn1VMon294Tn7y,0.0722,0.0745,0.4378056150760946,0.0361,0.936,72.547,0.113,0.0322,3
Angle of List,Loscil,6lgDvkxcWNnCefaT2qeJPf,0.136,0.00215,0.29621998791275206,0.0455,0.925,67.749,0.095,0.0343,3
Poa Alpina,Biosphere,4K4kedXFAuW6gn8iwgGFTw,0.219,0.0304,0.2528981924070105,0.0375,0.909,130.244,0.149,0.114,3
Yulquen,Autechre,3PGYnbU4HJDUw01PrME2pz,0.417,0.111,0.3547881984506346,0.0409,0.826,148.094,0.111,0.555,3
Late October - 2005 Digital Remaster,Harold Budd,2Ef5Vgw0ShuKGoNfO6Nrof,0.207,0.00769,0.3174550848854457,0.0431,0.995,122.714,0.321,0.0456,3
4:14,Global Communication,5snT0KvkN7Ty0oiVyxZMfE,0.34,0.26,0.6971045546947969,0.0352,0.933,148.083,0.675,0.0372,3
Submersible,Oneohtrix Point Never,157hM4Kifc9ZeVR3IxOmKh,0.164,0.382,0.8427284215153013,0.0546,0.882,113.938,0.375,0.0362,3
Harmony in Blue III,Tim Hecker,7h1Vds2ETEav7wNP0xtSDg,0.139,0.271,0.5453546508433602,0.0624,0.589,72.603,0.203,0.0521,3
Wisdom Eye,Alice Coltrane,0XLH43dcYq2pOe7COx8gPT,0.351,0.0225,0.3846217240810944,0.0423,0.981,80.9,0.082,0.0994,3
Island No. 1,Arooj Aftab,0RcYcNvHFFLkMb9F0Dku5c,0.141,0.289,0.5690071974067358,0.045,0.985,101.69,0.091,0.0724,3
Astrosat,Applefish,4e64RbgVywOCPpXv5vswj2,0.167,0.116,0.49068732487225974,0.0469,0.656,88.143,0.112,0.0668,3
Undercurrent,Windy & Carl,6Qyy9fqDBBZyl90snerjl0,0.0862,0.222,0.6457062798747321,0.0441,0.893,202.983,0.11,0.109,3
Andromeda,Applefish,5URyPQ8YrT1Ne2vKP2pqO5,0.214,0.158,0.693533322344926,0.0431,0.949,71.436,0.112,0.0365,3
Music for 18 Musicians: Pulses,Steve Reich,3TBO0QhrrrOiAZIzRlTUfQ,0.552,0.362,0.5899126421625185,0.0557,0.975,109.662,0.0883,0.428,3
Foil,Autechre,07C2MiIIwVUEqcnwXpHO67,0.501,0.365,0.7855337618812153,0.107,0.685,124.066,0.129,0.158,3
Rasch Und Mäßig Bewegt,Asmus Tietchens,1BhNdKPskUFQVELGgqaHIH,0.0897,0.383,0.48013845393110266,0.0339,0.961,174.136,0.348,0.207,3
A Rainbow in the Curved Air - Instrumental,Terry Riley,0aGvcIUEdMq9PelZIGJOBU,0.197,0.422,0.7404263502005384,0.0505,0.672,172.806,0.128,0.131,3
Illusion Of Time - Teodor Wolgers Rework,Daniel Avery,6uZ7HlryD5c0IU65ANbaj2,0.293,0.229,0.7385583209713751,0.0333,0.994,111.949,0.0758,0.0952,3
Plateau,The Orb,3B4lp8GZOzyvpNePkbL7ga,0.217,0.636,0.820861491126861,0.0607,0.0147,81.601,0.303,0.0732,3
Freeze,Klaus Schulze,5mHtUWgWPJ2Oi2440y0XCi,0.576,0.191,0.8313004779957145,0.0321,0.745,95.133,0.116,0.0571,3
Forest Trails,Windy & Carl,2Gvy4DbDM6NQ5rUJDljXz4,0.137,0.209,0.7761386736992473,0.0338,0.875,141.532,0.219,0.0221,3
Hyperborea,Biosphere,1Sw8rWRv7yASSHcGgOPKR0,0.314,0.124,0.5238448436899071,0.0514,0.677,126.094,0.0864,0.125,3
Saku,Susumu Yokota,78WANNBMEK80nVGTWFGXyg,0.39,0.155,0.7253722322949288,0.0335,0.814,118.492,0.116,0.122,3
Introspection (Edit),Laraaji,5JVtVJFun3pgNdDlUQlkOm,0.102,0.125,0.6213944288775342,0.0329,0.941,79.609,0.0699,0.0341,3
Quest,Brian Hodgson,4flhWFm1w51Rm3dwQneAyW,0.677,0.316,0.8002582275699137,0.0455,0.813,129.383,0.0752,0.232,3
A Delicate Romance,John Foxx,1EKcXCqix2v6qb6rj2m5Ty,0.141,0.0157,0.2889951101587823,0.0396,0.984,141.339,0.111,0.0324,3
Beethoven 250,A Winged Victory for the Sullen,3dwKY7kbnRKhohvSTftdUw,0.129,0.245,0.6060930718092412,0.04,0.858,93.596,0.0625,0.0352,3
dlp 1.1,William Basinski,31FiS1jMI38kYfC8ey358W,0.28,0.0816,0.34899181363661325,0.0406,0.973,95.38,0.105,0.0669,3
Olancha Farewell,Harold Budd,4KyJQKAFvEH4F52qSMuwIF,0.196,0.00687,0.27885830448876425,0.0442,0.992,72.125,0.106,0.053,3
Black White Felt,Roedelius,5n1HBXOeeKzEfdlEMJ6Tmm,0.0643,0.0704,0.5426350200538432,0.039,0.654,65.582,0.0886,0.0674,3
Delta Rain Dream,Jon Hassell,1mMMpiuaPQe9I6RIqtFWql,0.497,0.537,0.5642547112796,0.0487,0.924,80.002,0.104,0.146,3
Ferrum,Chihei Hatakeyama,0s5x2cr3VyJYez1W8SKXC0,0.23,0.168,0.597577056205703,0.0481,0.988,135.059,0.0967,0.0908,3
Block me out,Gracie Abrams,7AX1eCw6qcX54PrDylynJr,0.636,0.527,0.8110039113428944,0.0414,0.771,127.999,0.126,0.222,4
everyone at this party,Camila Cabello,43klOCoUcqtkNWCqQQvh9W,0.545,0.137,0.42868318122555404,0.0421,0.782,155.179,0.125,0.621,4
never knew a heart could break itself,Zach Hood,4d2ZJ9W7dkQuITwUCTuD5n,0.579,0.454,0.821851368970013,0.0427,0.465,78.949,0.0997,0.461,4
I Burned LA Down,Noah Cyrus,34Mg7rSCT7nRsf1kVCAvgz,0.666,0.547,0.7466492829204694,0.0643,0.145,117.991,0.0987,0.165,4
chaotic,Tate McRae,2bdqU7C4softKNcMYDFi96,0.412,0.382,0.834419817470665,0.0497,0.59,81.493,0.0931,0.318,4
rx,ROLE MODEL,273h36reiuZ6Q92u4cmfID,0.444,0.121,0.411264667535854,0.0393,0.747,141.304,0.143,0.338,4
Pain,Nessa Barrett,1vwTCUJxmGlTuClU5YLfJA,0.469,0.11,0.43024771838331166,0.0423,0.602,119.745,0.102,0.103,4
Goodnight,Lennon Stella,69jstgacdd40OwG9cLl45r,0.484,0.346,0.6561668839634941,0.0371,0.603,79.972,0.204,0.0974,4
When You Look At Me,Sara Kays,0KGeOj6DJXfCMGkLYiz4fB,0.641,0.293,0.6420860495436767,0.0291,0.836,129.849,0.217,0.373,4
Never Had a Chance,Katherine Li,7kWHoZvIn3TzxUHYrszYFc,0.685,0.57,0.9146284224250325,0.0303,0.624,110.512,0.125,0.438,4
heartbreak honeymoon,Mad Tsai,58QZNN5P9UC8moU8mWVzNy,0.376,0.524,0.8354106910039114,0.0437,0.224,160.378,0.105,0.439,4
Older,Sasha Alex Sloan,3kywzyEr7V106Un5cDyh12,0.628,0.298,0.7032073011734028,0.0713,0.732,63.762,0.116,0.166,4
i tried,Camylio,37EQsOkuUxhqV1yJcPC1TY,0.567,0.468,0.6984615384615385,0.107,0.721,139.922,0.13,0.238,4
Strange,Celeste,7sq2z9oX2S0CvgTqCZ0ko4,0.286,0.0847,0.6852672750977836,0.0397,0.934,70.743,0.121,0.112,4
wish i loved you in the 90s,Tate McRae,2wkIdVB8HsWyMur3Q4shlZ,0.435,0.481,0.7424250325945241,0.0327,0.871,77.398,0.136,0.38,4
Lonely (with benny blanco),Justin Bieber,7HWetAoWK9qkFM575HONAY,0.631,0.226,0.8222164276401565,0.0396,0.879,79.968,0.115,0.0765,4
Remember me Happy,Alex Warren,6LmgJRJKksk4FlSWBBLWpw,0.561,0.36,0.7694915254237288,0.0421,0.851,86.278,0.122,0.503,4
Make It To Me,Sam Smith,2uCMaUojwuqr8CRGsLoPa6,0.456,0.379,0.7535853976531942,0.0685,0.63,149.967,0.0983,0.225,4
What I Put You Through,Conor Maynard,4JCcXmANxb48z3WTeUHiJp,0.497,0.293,0.8063102998696219,0.0287,0.871,138.727,0.0862,0.264,4
Easy On Me,Adele,0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,0.8085528031290743,0.0282,0.578,141.981,0.133,0.13,4
"the older you get, the less you cry",LANY,280MV4FuB5uusjx8wj1dpt,0.547,0.703,0.8728031290743155,0.0278,0.0776,75.009,0.1,0.385,4
Visiting Hours,Ed Sheeran,44V6EzbUSYgyfsNiP0FrlA,0.471,0.396,0.8536636245110821,0.0336,0.77,149.609,0.0729,0.263,4
london (with Cam),Wrabel,47EMbOhi8EB7FjLm2OQDln,0.541,0.494,0.8001564537157757,0.0401,0.59,83.835,0.132,0.212,4
drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,0.743780964797914,0.0601,0.721,143.874,0.105,0.132,4
Love Is Gone - Acoustic,SLANDER,7F1CiKqrY44kh5cDqwHOnx,0.541,0.153,0.6450586701434159,0.0303,0.882,139.644,0.16,0.359,4
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0.7432594524119948,0.0303,0.274,93.023,0.088,0.205,4
To Be Loved,Adele,10ImcQk9tihY1EKMDIbvXJ,0.356,0.176,0.7682920469361147,0.0391,0.843,170.425,0.231,0.289,4
Lose You To Love Me,Selena Gomez,1HfMVBKM75vxSfsQ5VefZ5,0.505,0.34,0.7310560625814863,0.0438,0.576,101.993,0.21,0.0916,4
Memory Lane,Haley Joelle,1KMEDSIl2j1NwYa9mgvMyg,0.488,0.103,0.5743937418513689,0.0522,0.933,120.141,0.107,0.326,4
do all my friends hate me?,Mckenna Grace,2VgE8fT65dU0FgyA4z5nqN,0.416,0.417,0.8392177314211212,0.0311,0.766,113.661,0.0834,0.174,4
July,Noah Cyrus,5a6pdCHlWS2ekOOQ70QnAr,0.708,0.186,0.733767926988266,0.0422,0.868,72.541,0.0779,0.321,4
Train Wreck,James Arthur,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,0.9020599739243806,0.0365,0.701,77.355,0.0726,0.225,4
The Gold - Phoebe Bridgers Version,Manchester Orchestra,7qcXUzPwoxSBFxjTbNrV0B,0.299,0.399,0.5656844850065189,0.0376,0.816,158.253,0.147,0.302,4
Brave Face,Haley Joelle,4yB1s08jEfpRMb0K07qCE9,0.484,0.136,0.6490221642764016,0.0327,0.889,90.205,0.134,0.3,4
champagne problems,Taylor Swift,0sY6ZUTh4yoctD8VIXz339,0.462,0.24,0.5708474576271186,0.0377,0.92,171.319,0.113,0.32,4
better off without me,Matt Hansen,1Ip5p31SowqjJLo2ss1afJ,0.62,0.468,0.809960886571056,0.04,0.619,149.855,0.322,0.646,4
Never Be Me,Miley Cyrus,1M7qLcfozANPcMKfgMEHOt,0.475,0.565,0.7911342894393742,0.0378,0.0578,165.091,0.341,0.154,4
Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.9026857887874837,0.0318,0.74,150.073,0.124,0.483,4
Broken,Jonah Kagen,0FerZPepEX2Q1UaVeMOlMx,0.504,0.352,0.5753846153846154,0.0615,0.518,83.259,0.105,0.229,4
South Dakota,JORDY,2s3CzgeeA7NpLP87ZDbmC8,0.679,0.332,0.7653194263363754,0.0424,0.691,130.013,0.372,0.675,4
Hurtless,Dean Lewis,6HJizCbaqaEQG1eLjn341Z,0.37,0.559,0.9092046936114733,0.0526,0.186,162.816,0.121,0.316,4
What A Time (feat. Niall Horan),Julia Michaels,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0.8781747066492829,0.0302,0.662,132.861,0.0853,0.386,4
I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,0.9186440677966101,0.0382,0.0689,143.95,0.196,0.291,4
you were good to me,Jeremy Zucker,6tNgjrWXWHx2zR52Q6qCLG,0.46,0.0834,0.4134550195567145,0.0433,0.909,98.329,0.112,0.21,4
Place In Me,Luke Hemmings,5uRv6CmkhdNoirnHEhqLPU,0.274,0.345,0.8504823989569752,0.0309,0.865,68.639,0.12,0.218,4
